AÑO,CBML,CLASE_ACCIDENTE,DIRECCION,DIRECCION ENCASILLADA,DISEÑO,EXPEDIENTE,FECHA_ACCIDENTE,FECHA_ACCIDENTES,GRAVEDAD_ACCIDENTE,MES,NRO_RADICADO,NUMCOMUNA,BARRIO,COMUNA,LOCATION,X,Y
2015,1013,Caida Ocupante,CR 46 CL 43,CR  046   043  000 00000,Tramo de via,A000259731,21/10/2015 05:58:00,2015-10-21T10:58:00.000Z,Con heridos,10,1508668,10,Barrio Colón,La Candelaria,"[-75.5688011014, 6.24312304123]",834949.69,1182357.34
2015,1020,Choque,CR 43 A CL 29,CR  043 A   029  000 00000,Tramo de via,A000261725,05/11/2015 03:00:00,2015-11-05T08:00:00.000Z,Solo daños,11,1510621,10,San Diego,La Candelaria,"[-75.5693883283, 6.22870030622]",834880.17,1180762.02
2015,0205,Otro,CR 46 CL 37,CR  046   037  000 00000,Tramo de via,A000259739,21/10/2015 07:40:00,2015-10-21T12:40:00.000Z,Con heridos,10,1508691,02,La Francia,Santa Cruz,"[-75.5503911403, 6.29869502502]",837004.94,1188499.17
2015,0101,Atropello,CR 34 CL 112,CR  034   112  000 00000,Tramo de via,A000259752,21/10/2015 12:00:00,2015-10-21T17:00:00.000Z,Con heridos,10,1508694,01,Santo Domingo Savio No. 1,Popular,"[-75.5442195069, 6.30019383306]",837688.53,1188663.05
2015,1504,Choque,CR 50 CL 14,CR  050   014  000 00000,Tramo de via,A000259949,03/11/2015 06:16:00,2015-11-03T11:16:00.000Z,Solo daños,11,1510634,15,Santa Fé,Guayabal,"[-75.578180998, 6.21699243701]",833903.11,1179469.6
2015,1417,Choque,TV 7 A CL 30,TV  007 A   030  000 00000,Tramo de via,A000261734,05/11/2015 04:30:00,2015-11-05T09:30:00.000Z,Solo daños,11,1510646,14,La Florida,El Poblado,"[-75.561118009, 6.2047775959]",835788.3,1178113.02
2015,1105,Choque,CR 63 C CL 42 C,CR  063 C   042 C  000 00000,Tramo de via,A000259808,18/10/2015 04:40:00,2015-10-18T09:40:00.000Z,Solo daños,10,1508740,11,Los Conquistadores,Laureles Estadio,"[-75.5810144962, 6.24576066323]",833598.49,1182652.97
2015,1009,Choque,CR 57 CL 44,CR  057   044  000 00000,Tramo de via,A000261730,04/11/2015 04:46:00,2015-11-04T09:46:00.000Z,Solo daños,11,1510650,10,La Alpujarra,La Candelaria,"[-75.5752597216, 6.24685341912]",834235.89,1182772.04
2015,1018,Choque,CL 57 CR 46,CL  057   046  000 00000,Tramo de via,A000259726,21/10/2015 07:00:00,2015-10-21T12:00:00.000Z,Con heridos,10,1508766,10,Villa Nueva,La Candelaria,"[-75.5624178534, 6.25341454089]",835659.53,1183493.83
2015,0705,Choque,CR 80 CL 66,CR  080   066  000 00000,Tramo de via,A000261644,05/11/2015 07:00:00,2015-11-05T12:00:00.000Z,Con heridos,11,1510724,07,Facultad de Minas U. Nacional,Robledo,"[-75.5931430393, 6.27330476643]",832264.64,1185703.9
2015,0605,Caida Ocupante,CR 75 CL 95,CR  075   095  000 00000,Tramo de via,A000259773,21/10/2015 07:20:00,2015-10-21T12:20:00.000Z,Con heridos,10,1508814,06,La Esperanza,Doce de Octubre,"[-75.5793699432, 6.29207113497]",833795.21,1187775.54
2015,1012,Choque,CL 34 CR 48,CL  034   048  000 00000,Interseccion,A000260064,22/10/2015 06:20:00,2015-10-22T11:20:00.000Z,Con heridos,10,1508822,10,Perpetuo Socorro,La Candelaria,"[-75.5728091884, 6.23524559562]",834503.52,1181487.16
2015,1013,Choque,CL 47 CR 46,CL  047   046  000 00000,Tramo de via,A000261847,05/11/2015 02:45:00,2015-11-05T07:45:00.000Z,Solo daños,11,1510754,10,Barrio Colón,La Candelaria,"[-75.5669098459, 6.24621406933]",835160.02,1182698.69
2015,0410,Atropello,CR 49 CL 77,CR  049   077  000 00000,Tramo de via,A000261787,06/11/2015 08:00:00,2015-11-06T13:00:00.000Z,Con heridos,11,1510765,04,Campo Valdés No. 1,Aranjuez,"[-75.5585471916, 6.2708056281]",836093.43,1185416.49
2015,0908,Choque,CR 22 CL 48,CR  022   048  000 00000,Tramo de via,A000261820,07/11/2015 10:20:00,2015-11-07T15:20:00.000Z,Con heridos,11,1510768,09,Miraflores,Buenos Aires,"[-75.5490924205, 6.23670663275]",837129.46,1181641.4
2015,0512,Choque,CR 62 CL 89,CR  062   089  000 00000,Tramo de via,A000261905,08/11/2015 06:17:00,2015-11-08T11:17:00.000Z,Con heridos,11,1510817,05,Oleoducto,Castilla,"[-75.5692972079, 6.28057704691]",834906.54,1186500.82
2015,0516,Atropello,CR 64 C CL 78,CR  064 C   078  000 00000,Tramo de via,A000261999,08/11/2015 07:00:00,2015-11-08T12:00:00.000Z,Con heridos,11,1510835,05,Terminal de Transporte,Castilla,"[-75.5730009697, 6.27614313661]",834495.16,1186011.49
2015,0911,Choque,CR 36 CL 41,CR  036   041  000 00000,Interseccion,A000261997,08/11/2015 04:20:00,2015-11-08T09:20:00.000Z,Con heridos,11,1510848,09,Gerona,Buenos Aires,"[-75.5603314988, 6.23844011536]",835885.82,1181836.65
2015,1116,Choque,CR 74 CL 49 B,CR  074   049 B  000 00000,Tramo de via,A000261985,08/11/2015 02:20:00,2015-11-08T07:20:00.000Z,Con heridos,11,1510849,11,U.D. Atanasio Girardot,Laureles Estadio,"[-75.5904642503, 6.25985565504]",832556.88,1184215.23
2015,0905,Choque,CL 49 CR 27,CL  049   027  000 00000,Glorieta,A000261957,06/11/2015 07:00:00,2015-11-06T12:00:00.000Z,Solo daños,11,1510931,09,Alejandro Echavarría,Buenos Aires,"[-75.5503893538, 6.23962418354]",836986.79,1181964.55
2015,8000,Choque,CR 63 CL 57,CR  063   057  000 00000,Tramo de via,A000261973,06/11/2015 05:00:00,2015-11-06T10:00:00.000Z,Solo daños,11,1510938,80,Cabecera San Antonio de Prado,Corregimiento de San Antonio de Prado,"[-75.6443850839, 6.17284079372]",826559.36,1174606.45
2015,1419,Choque,CR 48 CL 10,CR  048   010  000 00000,Tramo de via,A000261943,06/11/2015 03:10:00,2015-11-06T08:10:00.000Z,Solo daños,11,1510954,14,Manila,El Poblado,"[-75.576549829, 6.21357558167]",834082.62,1179091.1
2015,1415,Choque,CR 43 CL 6 Sur,CR  043  S 006  000 00000,Lote o Predio,A000261974,06/11/2015 10:00:00,2015-11-06T15:00:00.000Z,Solo daños,11,1510957,14,Los Balsos No.2,El Poblado,"[-75.5727516327, 6.19695725508]",834497.92,1177251.52
2015,0405,Choque,CL 77 CR 53,CL  077   053  000 00000,Tramo de via,A000261983,07/11/2015 09:35:00,2015-11-07T14:35:00.000Z,Solo daños,11,1510962,04,Moravia,Aranjuez,"[-75.5657083123, 6.27232099236]",835301.21,1185586.37
2015,,Choque,TV 39 B CL 4,0,Tramo de via,A000261952,07/11/2015 09:00:00,2015-11-07T14:00:00.000Z,Solo daños,11,1510964,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2015,1502,Choque,CL 30 CR 55,CL  030   055  000 00000,Tramo de via,A000262033,09/11/2015 11:30:00,2015-11-09T16:30:00.000Z,Con heridos,11,1510998,15,Tenche,Guayabal,"[-75.5798722464, 6.23181307206]",833720.54,1181109.66
2015,,Choque,CR 80 CL 15,0,Tramo de via,A000262048,09/11/2015 01:30:00,2015-11-09T06:30:00.000Z,Con heridos,11,1511004,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2015,0701,Otro,CL 65 CR 63,CL  065   063  000 00000,Tramo de via,A000262015,09/11/2015 06:30:00,2015-11-09T11:30:00.000Z,Con heridos,11,1511011,07,Universidad Nacional,Robledo,"[-75.5737229687, 6.26458017236]",834411.59,1184732.57
2015,1114,Caida Ocupante,CR 80 CL 50,CR  080   050  000 00000,Tramo de via,A000262017,09/11/2015 06:40:00,2015-11-09T11:40:00.000Z,Con heridos,11,1511024,11,Los Colores,Laureles Estadio,"[-75.5967277363, 6.26375211873]",831864.77,1184648.28
2015,1018,Otro,CR 51 CL 56,CR  051   056  000 00000,Tramo de via,A000262056,09/11/2015 06:30:00,2015-11-09T11:30:00.000Z,Con heridos,11,1511037,10,Villa Nueva,La Candelaria,"[-75.5667633903, 6.25521125224]",835179.05,1183693.95
2015,0517,Otro,CR 64 C CL 67,CR  064 C   067  000 00000,Tramo de via,A000262025,09/11/2015 08:30:00,2015-11-09T13:30:00.000Z,Con heridos,11,1511038,05,Caribe,Castilla,"[-75.5750384965, 6.26560693066]",834266.29,1184846.57
2015,1307,Choque,CL 49 CR 99 AA,CL  049   099 AA 000 00000,Tramo de via,A000262159,07/11/2015 02:45:00,2015-11-07T07:45:00.000Z,Solo daños,11,1511047,13,Juan XXIII La Quiebra,San Javier,"[-75.6129196887, 6.26330896727]",830072.21,1184604.47
2015,0508,Choque,CR 64 C CL 103,CR  064 C   103  000 00000,Tramo de via,A000262147,06/11/2015 02:35:00,2015-11-06T07:35:00.000Z,Solo daños,11,1511066,05,Belalcázar,Castilla,"[-75.5670384127, 6.29672486732]",835161.66,1188286.45
2015,0210,Choque,CR 52 CL 100,CR  052   100  000 00000,Tramo de via,A000262244,09/11/2015 09:30:00,2015-11-09T14:30:00.000Z,Solo daños,11,1511099,02,Santa Cruz,Santa Cruz,"[-75.5618215986, 6.29298973141]",835737.93,1187871.61
2015,0809,Choque,CR 36 CL 55,CR  036   055  000 00000,Interseccion,A000262270,10/11/2015 07:35:00,2015-11-10T12:35:00.000Z,Solo daños,11,1511109,08,Sucre,Villa Hermosa,"[-75.5550981063, 6.24700742921]",836467.82,1182782.77
2015,1019,Choque,CR 53 CL 53,CR  053   053  000 00000,Tramo de via,A000262240,09/11/2015 07:00:00,2015-11-09T12:00:00.000Z,Solo daños,11,1511115,10,La Candelaria,La Candelaria,"[-75.5695196642, 6.25302542991]",834873.25,1183453.01
2015,,Choque,CL 647 CR 62,0,Tramo de via,A000262243,09/11/2015 06:20:00,2015-11-09T11:20:00.000Z,Solo daños,11,1511117,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2015,1113,Choque,CL 48 CR 78,CL  048   078  000 00000,Interseccion,A000262051,09/11/2015 04:30:00,2015-11-09T09:30:00.000Z,Con heridos,11,1511139,11,El Estadio,Laureles Estadio,"[-75.5958141981, 6.25832202689]",831964.16,1184047.28
2015,1102,Choque,CL 48 CR 65,CL  048   065  000 00000,Tramo de via,A000262185,10/11/2015 03:10:00,2015-11-10T08:10:00.000Z,Con heridos,11,1511158,11,Suramericana,Laureles Estadio,"[-75.5823753832, 6.25328681099]",833450.22,1183485.98
2015,1612,Choque,DG 79 CL 16,DG  079   016  000 00000,Tramo de via,A000262204,10/11/2015 06:00:00,2015-11-10T11:00:00.000Z,Con heridos,11,1511168,16,La Gloria,Belén,"[-75.5994715078, 6.22238987781]",831547.82,1180073.43
2015,1010,Atropello,CR 55 CL 41,CR  055   041  000 00000,Tramo de via,A000262077,10/11/2015 03:40:00,2015-11-10T08:40:00.000Z,Con heridos,11,1511170,10,Centro Administrativo,La Candelaria,"[-75.5753574206, 6.24245258141]",834223.69,1182285.23
2015,0815,Choque,CL 52 CR 7,CL  052   007  000 00000,Tramo de via,A000262191,10/11/2015 05:00:00,2015-11-10T10:00:00.000Z,Con heridos,11,1511174,08,Las Estancias,Villa Hermosa,"[-75.5357199187, 6.23214881693]",838608.41,1181133.09
2015,0712,Otro,CR 92 CL 80,CR  092   080  000 00000,Tramo de via,A000262068,09/11/2015 09:00:00,2015-11-09T14:00:00.000Z,Con heridos,11,1511181,07,Aures No. 2,Robledo,"[-75.5919964321, 6.28951012723]",832396.75,1187496.26
2015,1013,Atropello,CR 46 CL 41,CR  046   041  000 00000,Tramo de via,A000262066,09/11/2015 09:25:00,2015-11-09T14:25:00.000Z,Con heridos,11,1511183,10,Barrio Colón,La Candelaria,"[-75.569629034, 6.24112059146]",834857.41,1182136.08
2015,1017,Caida Ocupante,CL 58 CR 41,CL  058   041  000 00000,Tramo de via,A000262091,10/11/2015 06:00:00,2015-11-10T11:00:00.000Z,Con heridos,11,1511184,10,Los Ángeles,La Candelaria,"[-75.5585985022, 6.25157065403]",836081.75,1183288.66
2015,0511,Caida Ocupante,CR 65 CL 97,CR  065   097  000 00000,Tramo de via,A000262218,10/11/2015 09:30:00,2015-11-10T14:30:00.000Z,Con heridos,11,1511191,05,Castilla,Castilla,"[-75.5696995962, 6.29164235009]",834865.49,1187725.04
2015,1114,Choque,CR 80 CL 52,CR  080   052  000 00000,Tramo de via,A000262355,07/11/2015 12:30:00,2015-11-07T17:30:00.000Z,Solo daños,11,1511195,11,Los Colores,Laureles Estadio,"[-75.5963306991, 6.26518602759]",831909.18,1184806.78
2015,0301,Atropello,CL 92 C CR 32,CL  092 C   032  000 00000,Tramo de via,A000262212,10/11/2015 09:30:00,2015-11-10T14:30:00.000Z,Con heridos,11,1511199,03,La Salle,Manrique,"[-75.5447646897, 6.28349617169]",837623,1186816.07
2015,1204,Caida Ocupante,CL 44 CR 82,CL  044   082  000 00000,Lote o Predio,A000262222,10/11/2015 06:20:00,2015-11-10T11:20:00.000Z,Con heridos,11,1511207,12,La América,La América,"[-75.6039753736, 6.25064085688]",831058.26,1183200.16
2015,0608,Caida Ocupante,CR 83 CL 95,CR  083   095  000 00000,Lote o Predio,A000262220,10/11/2015 07:30:00,2015-11-10T12:30:00.000Z,Con heridos,11,1511210,06,Picacho,Doce de Octubre,"[-75.584139913, 6.29392731629]",833267.81,1187982.4
2015,0707,Caida Ocupante,CR 72 CL 78,CR  072   078  000 00000,Tramo de via,A000262200,10/11/2015 04:30:00,2015-11-10T09:30:00.000Z,Con heridos,11,1511213,07,Bosques de San Pablo,Robledo,"[-75.581770727, 6.2764250011]",833524.49,1186045.45
2015,1422,Otro,CR 47 CL 11 Sur,CR  047  S 011  000 00000,Tramo de via,A000262196,10/11/2015 12:40:00,2015-11-10T17:40:00.000Z,Con heridos,11,1511216,14,La Aguacatala,El Poblado,"[-75.5778261666, 6.19655539386]",833935.99,1177208.65
2015,0202,Choque,CL 123 CR 48,CL  123   048  000 00000,Tramo de via,A000262361,10/11/2015 05:35:00,2015-11-10T10:35:00.000Z,Solo daños,11,1511217,02,Playón de Los Comuneros,Santa Cruz,"[-75.5500079595, 6.30435475716]",837049.12,1189125.15
2015,,Otro,CR 93 CL 97 D,0,Tramo de via,A000262195,10/11/2015 12:00:00,2015-11-10T17:00:00.000Z,Con heridos,11,1511219,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2015,1005,Choque,CL 53 CR 54,CL  053   054  000 00000,Interseccion,A000262356,10/11/2015 11:00:00,2015-11-10T16:00:00.000Z,Solo daños,11,1511230,10,Estación Villa,La Candelaria,"[-75.5703296967, 6.25346932441]",834783.72,1183502.37
2015,1511,Choque,CR 53 CL 12 Sur,CR  053  S 012  000 00000,Tramo de via,A000262259,09/11/2015 04:10:00,2015-11-09T09:10:00.000Z,Solo daños,11,1511245,15,La Colina,Guayabal,"[-75.59183445, 6.19786129005]",832385.53,1177357.52
2015,0701,Choque,CR 63 CL 62,CR  063   062  000 00000,Tramo de via,A000262292,09/11/2015 09:40:00,2015-11-09T14:40:00.000Z,Solo daños,11,1511250,07,Universidad Nacional,Robledo,"[-75.5733203488, 6.26303021803]",834455.67,1184560.98
2015,0103,Choque,CR 43 A CL 118,CR  043 A   118  000 00000,Tramo de via,A000262255,09/11/2015 06:45:00,2015-11-09T11:45:00.000Z,Solo daños,11,1511255,01,Popular,Popular,"[-75.547435641, 6.30232944467]",837333.21,1188900.3
2015,0207,Choque,CR 48 A CL 104 A,CR  048 A   104 A  000 00000,Tramo de via,A000262268,10/11/2015 07:10:00,2015-11-10T12:10:00.000Z,Solo daños,11,1511272,02,Villa del Socorro,Santa Cruz,"[-75.5544890249, 6.29478446016]",836550.13,1188067.85
2015,0718,Otro,CL 65 E CR 91,CL  065 E   091  000 00000,Tramo de via,A000262234,11/11/2015 07:30:00,2015-11-11T12:30:00.000Z,Con heridos,11,1511281,07,Cucaracho,Robledo,"[-75.5995855517, 6.2804222107]",831553.77,1186493.34
2015,1005,Volcamiento,CR 52 CL 52,CR  052   052  000 00000,Tramo de via,A000262304,11/11/2015 06:50:00,2015-11-11T11:50:00.000Z,Con heridos,11,1511288,10,Estación Villa,La Candelaria,"[-75.5681263378, 6.25481416406]",835028.05,1183650.45
2015,1423,Choque,CR 48 CL 17 B Sur,CR  048  S 017 B  000 00000,Interseccion,A000262353,11/11/2015 05:30:00,2015-11-11T10:30:00.000Z,Con heridos,11,1511304,14,Santa María de los Ángeles,El Poblado,"[-75.5810119941, 6.18852745233]",833580.77,1176321.56
2015,1612,Choque,CR 79 A CL 20 A,CR  079 A   020 A  000 00000,Tramo de via,A000262347,11/11/2015 05:40:00,2015-11-11T10:40:00.000Z,Con heridos,11,1511312,16,La Gloria,Belén,"[-75.5998681408, 6.2252443094]",831504.82,1180389.33
2015,1004,Choque,CL 67 CR 55,CL  067   055  000 00000,Tramo de via,A000262349,11/11/2015 06:30:00,2015-11-11T11:30:00.000Z,Con heridos,11,1511339,10,El Chagualo,La Candelaria,"[-75.567606877, 6.26439690081]",835088.56,1184710.37
2015,0802,Caida Ocupante,CL 66 CR 41,CL  066   041  000 00000,Tramo de via,A000262328,11/11/2015 11:30:00,2015-11-11T16:30:00.000Z,Con heridos,11,1511377,08,La Mansión,Villa Hermosa,"[-75.5531980123, 6.25938300836]",836682,1184151.21
2015,1105,Choque,CL 33 CR 66 A,CL  033   066 A  000 00000,Tramo de via,A000262443,10/11/2015 04:00:00,2015-11-10T09:00:00.000Z,Solo daños,11,1511405,11,Los Conquistadores,Laureles Estadio,"[-75.5868488975, 6.23930075786]",832950.57,1181940.19
2015,1006,Choque,CR 54 CL 50,CR  054   050  000 00000,Interseccion,A000262455,10/11/2015 06:00:00,2015-11-10T11:00:00.000Z,Solo daños,11,1511407,10,San Benito,La Candelaria,"[-75.5713309615, 6.25114095248]",834672.15,1183245.11
2015,1110,Choque,CL 33 CR 83 A,CL  033   083 A  000 00000,Interseccion,A000262418,12/11/2015 03:20:00,2015-11-12T08:20:00.000Z,Con heridos,11,1511454,11,La Castellana,Laureles Estadio,"[-75.6067193275, 6.23852480445]",830750.61,1181860.69
2015,1003,Atropello,CR 55 CL 64,CR  055   064  000 00000,Tramo de via,A000262391,12/11/2015 02:10:00,2015-11-12T07:10:00.000Z,Con heridos,11,1511468,10,Jesús Nazareno,La Candelaria,"[-75.5684482714, 6.26219716306]",834994.73,1184467.29
2015,,Choque,CL 33 A NorOrienteCR 64,0,Tramo de via,A000262444,10/11/2015 03:25:00,2015-11-10T08:25:00.000Z,Solo daños,11,1511504,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2015,1005,Choque,CL 57 B CR 54,CL  057 B   054  000 00000,Tramo de via,A000262585,11/11/2015 11:00:00,2015-11-11T16:00:00.000Z,Solo daños,11,1511516,10,Estación Villa,La Candelaria,"[-75.5697940689, 6.25664401731]",834844.01,1183853.4
2015,0913,Choque,CR 29 A CL 38 F,CR  029 A   038 F  000 00000,Tramo de via,A000262621,13/11/2015 06:20:00,2015-11-13T11:20:00.000Z,Solo daños,11,1511536,09,Loreto,Buenos Aires,"[-75.5576316135, 6.23341542141]",836183.14,1181279.96
2015,0914,Choque,CR 33 CL 28,CR  033   028  000 00000,Tramo de via,A000262501,12/11/2015 09:00:00,2015-11-12T14:00:00.000Z,Con heridos,11,1511568,09,Asomadera No. 1,Buenos Aires,"[-75.5611317637, 6.22593422554]",835793.34,1180453.45
2015,0718,Otro,CL 63 CR 91,CL  063   091  000 00000,Tramo de via,A000262509,12/11/2015 08:40:00,2015-11-12T13:40:00.000Z,Con heridos,11,1511581,07,Cucaracho,Robledo,"[-75.6012371392, 6.27797150547]",831370.16,1186222.76
2015,0912,Atropello,CR 36 A CL 36,CR  036 A   036  000 00000,Tramo de via,A000295372,13/11/2015 05:10:00,2015-11-13T10:10:00.000Z,Con heridos,11,1511615,09,El Salvador,Buenos Aires,"[-75.563638806, 6.23559479113]",835518.81,1181522.92
2015,1612,Choque,CR 81 CL 20,CR  081   020  000 00000,Tramo de via,A000262534,13/11/2015 05:30:00,2015-11-13T10:30:00.000Z,Con heridos,11,1511628,16,La Gloria,Belén,"[-75.602418189, 6.2243843453]",831222.24,1180295.01
2015,1509,Otro,CR 50 CL 2 Sur,CR  050  S 002  000 00000,Tramo de via,A000262530,13/11/2015 08:50:00,2015-11-13T13:50:00.000Z,Con heridos,11,1511630,15,Cristo Rey,Guayabal,"[-75.5796542603, 6.20402287763]",833735.94,1178035.31
2015,0105,Atropello,CL 97 CR 42 B,CL  097   042 B  000 00000,Tramo de via,A000295366,13/11/2015 03:30:00,2015-11-13T08:30:00.000Z,Con heridos,11,1511633,01,Moscú No. 2,Popular,"[-75.5498679234, 6.28819186254]",837059.58,1187337.11
2015,1608,Choque,CL 3 sur CR 79,CL S 003   079  000 00000,Tramo de via,A000295423,13/11/2015 03:20:00,2015-11-13T08:20:00.000Z,Solo daños,11,1511635,16,La Mota,Belén,"[-75.6008125066, 6.20771817566]",831394.69,1178450.79
2015,0801,Volcamiento,CR 41 CL 65,CR  041   065  000 00000,Tramo de via,A000295465,14/11/2015 05:20:00,2015-11-14T10:20:00.000Z,Con heridos,11,1511704,08,Villa Hermosa,Villa Hermosa,"[-75.554523983, 6.25742174092]",836534.61,1183934.66
2015,0709,Caida Ocupante,CR 68 CL 81,CR  068   081  000 00000,Tramo de via,A000295395,13/11/2015 07:45:00,2015-11-13T12:45:00.000Z,Con heridos,11,1511717,07,Córdoba,Robledo,"[-75.5755118663, 6.27943323415]",834218.26,1186376.25
2015,1507,Choque,CR 65 CL 10,CR  065   010  000 00000,Glorieta,A000295355,12/11/2015 06:00:00,2015-11-12T11:00:00.000Z,Solo daños,11,1511736,15,Campo Amor,Guayabal,"[-75.5854692084, 6.21681314059]",833096.2,1179452.06
2015,1019,Choque,CR 46 CL 48,CR  046   048  000 00000,Tramo de via,A000295348,11/11/2015 10:20:00,2015-11-11T15:20:00.000Z,Solo daños,11,1511754,10,La Candelaria,La Candelaria,"[-75.5663875851, 6.24680809455]",835218.02,1182764.24
2015,1103,Choque,CR 63 CL 44,CR  063   044  000 00000,Tramo de via,A000295623,13/11/2015 09:30:00,2015-11-13T14:30:00.000Z,Solo daños,11,1511772,11,Naranjal,Laureles Estadio,"[-75.5805195389, 6.2480020807]",833653.99,1182900.77
2015,0402,Choque,CL 92 CR 50 D,CL  092   050 D  000 00000,Interseccion,A000295477,15/11/2015 12:00:00,2015-11-15T17:00:00.000Z,Con heridos,11,1511822,04,San Isidro,Aranjuez,"[-75.5605451078, 6.283508346]",835876.25,1186822.34
2015,0505,Choque,CL 109 CR 64 D,CL  109   064 D  000 00000,Tramo de via,A000295709,13/11/2015 02:40:00,2015-11-13T07:40:00.000Z,Solo daños,11,1511830,05,Boyacá,Castilla,"[-75.5651495011, 6.30467968418]",835373.25,1189165.85
2015,0608,Choque,CR 84 CL 101 CC,CR  084   101 CC 000 00000,Tramo de via,A000295546,14/11/2015 04:00:00,2015-11-14T09:00:00.000Z,Solo daños,11,1511837,06,Picacho,Doce de Octubre,"[-75.5826974228, 6.30201806456]",833430.06,1188876.98
2015,1603,Atropello,CL 30 A CR 82,CL  030 A   082  000 00000,Tramo de via,A000295605,16/11/2015 05:00:00,2015-11-16T10:00:00.000Z,Con heridos,11,1511876,16,Belén,Belén,"[-75.603437288, 6.23186165555]",831111.81,1181122.52
2015,0415,Choque,CR 51 C CL 81,CR  051 C   081  000 00000,Interseccion,A000295700,15/11/2015 12:30:00,2015-11-15T17:30:00.000Z,Solo daños,11,1511937,04,Miranda,Aranjuez,"[-75.5638049247, 6.27530522112]",835512.84,1185915.9
2015,1014,Choque,CR 45 CL 43,CR  045   043  000 00000,Tramo de via,A000295713,14/11/2015 02:20:00,2015-11-14T07:20:00.000Z,Solo daños,11,1511946,10,Las Palmas,La Candelaria,"[-75.5680515653, 6.24256705846]",835032.49,1182295.6
2015,1421,Choque,CL 10 CR 48 F,CL  010   048 F  000 00000,Tramo de via,A000295539,14/11/2015 01:30:00,2015-11-14T06:30:00.000Z,Solo daños,11,1511951,14,Patio Bonito,El Poblado,"[-75.5773634395, 6.21313693406]",833992.41,1179042.83
2015,1414,Choque,CR 43 A CL 14 Sur,CR  043 A  S 014  000 00000,Tramo de via,A000259983,13/11/2015 03:58:00,2015-11-13T08:58:00.000Z,Solo daños,11,1511974,14,El Castillo,El Poblado,"[-75.5764292098, 6.19163095725]",834089.11,1176663.45
2015,1510,Choque,CR 52 CL 10 B Sur,CR  052  S 010 B  000 00000,Tramo de via,A000295721,15/11/2015 11:00:00,2015-11-15T16:00:00.000Z,Solo daños,11,1511984,15,Guayabal,Guayabal,"[-75.5891678757, 6.19891025518]",832681.08,1177472.72
2015,1103,Choque,CR 65 CL 45 A,CR  065   045 A  000 00000,Tramo de via,A000295778,15/11/2015 04:30:00,2015-11-15T09:30:00.000Z,Solo daños,11,1512011,11,Naranjal,Laureles Estadio,"[-75.5831660547, 6.25112879466]",833362.01,1183247.5
2015,1422,Choque,CR 48 CL 4 Sur,CR  048  S 004  000 00000,Interseccion,A000295679,17/11/2015 12:10:00,2015-11-17T17:10:00.000Z,Con heridos,11,1512032,14,La Aguacatala,El Poblado,"[-75.5770836884, 6.20333275753]",834020.31,1177958.16
2015,,Caida Ocupante,CR 72 CL 404,0,Tramo de via,A000295665,17/11/2015 07:00:00,2015-11-17T12:00:00.000Z,Con heridos,11,1512039,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2015,0509,Volcamiento,CR 65 CL 103 A,CR  065   103 A  000 00000,Tramo de via,A000295654,17/11/2015 07:00:00,2015-11-17T12:00:00.000Z,Con heridos,11,1512040,05,Girardot,Castilla,"[-75.5675206521, 6.29713253278]",835108.41,1188331.7
2015,1010,Caida Ocupante,CL 42 CR 52,CL  042   052  000 00000,Tramo de via,A000295668,17/11/2015 05:30:00,2015-11-17T10:30:00.000Z,Con heridos,11,1512047,10,Centro Administrativo,La Candelaria,"[-75.572164339, 6.24329022627]",834577.43,1182376.89
2015,0303,Choque,CR 44 CL 78,CR  044   078  000 00000,Interseccion,A000295812,17/11/2015 09:10:00,2015-11-17T14:10:00.000Z,Con heridos,11,1512077,03,Campo Valdés No. 2,Manrique,"[-75.553478411, 6.27092135232]",836654.55,1185427.71
2015,0602,Atropello,CL 108 CR 81,CL  108   081  000 00000,Tramo de via,A000295680,17/11/2015 08:30:00,2015-11-17T13:30:00.000Z,Con heridos,11,1512113,06,Doce de Octubre No.1,Doce de Octubre,"[-75.5774520756, 6.3089004362]",834012.85,1189636.67
2015,1013,Choque,CR 46 CL 40,CR  046   040  000 00000,Tramo de via,A000295852,17/11/2015 03:20:00,2015-11-17T08:20:00.000Z,Solo daños,11,1512121,10,Barrio Colón,La Candelaria,"[-75.5700441491, 6.2401109565]",834811.14,1182024.52
2015,0305,Choque,CR 39 CL 72,CR  039   072  000 00000,Tramo de via,A000295843,17/11/2015 03:00:00,2015-11-17T08:00:00.000Z,Solo daños,11,1512123,03,El Raizal,Manrique,"[-75.5497598602, 6.26805285475]",837065.28,1185109.23
2015,1602,Choque,CR 70 CL 32,CR  070   032  000 00000,Tramo de via,A000295947,17/11/2015 07:30:00,2015-11-17T12:30:00.000Z,Solo daños,11,1512145,16,Rosales,Belén,"[-75.5915987656, 6.23439493695]",832423.19,1181398.99
2015,0303,Choque,CL 78 CR 44,CL  078   044  000 00000,Interseccion,A000295928,17/11/2015 12:40:00,2015-11-17T17:40:00.000Z,Solo daños,11,1512153,03,Campo Valdés No. 2,Manrique,"[-75.5535309126, 6.27095862866]",836648.75,1185431.85
